url,titulo,referencia,descripcion,ubicacion,vendedor,precio,particular,stats_visto,stats_contactado,stats_compartido,stats_favorito,stats_renovados
https://www.milanuncios.com/audi-de-segunda-mano/audi-a3-391992941.htm,AUDI - A3,Ref: 391992941,Importación Directa. Coches Nuevos. Precio final IVA y gastos de matriculación incluidos. * Oferta válida salvo error. Color Blanco,- Audi en A Coruña (LA CORUñA),Luis Campos,25.690 €,Profesional,909,0,0,0,0
https://www.milanuncios.com/audi-de-segunda-mano/audi-a6-392013450.htm,AUDI - A6,Ref: 392013450,Audi A. 6 177cv tiene clima llantas de aluminio radio CD asientos de cuero ruedas seminuevas itv recién pasada sevende con trasferencia incluida. Color Azul,- Audi en Recas (TOLEDO),martin,1.550 €,Particular,3296,0,0,0,0
https://www.milanuncios.com/bmw-de-segunda-mano/bmw-serie-3-392015353.htm,BMW - SERIE 3,Ref: 392015353,Bmw 320d fuleqip llantas de aluminio sensor de aparcamiento clima navegador radiocd asientos calefactables sevende con garantía de un año y trasferencia. Color Dorado,- BMW en Recas (TOLEDO),martin,9.850 €,Particular,1848,0,0,1,0
https://www.milanuncios.com/ford-de-segunda-mano/ford-focus-388599924.htm,FORD - FOCUS,Ref: 388599924,"Motor 1. 8 tddi, Itv al dia, coche en buen estado, transferencia 100€. Color Azul",- Ford en Madrid (MADRID),oscar sira,600 €,Profesional,54163,0,3,19,0
https://www.milanuncios.com/renault-de-segunda-mano/renault-megane-388926675.htm,RENAULT - MÉGANE,Ref: 388926675,"Se vende Renault Mégane 3 coupe 1. 6 16v 110 cv, climatizador bizona, techo panorámico, abs, esp, sensor de lluvia, sensor de luces, sensor de aparcamiento traseros, arranque manos libres, 2 tarjetas, kit de embrague nuevo original, distribución de hace 1 año, cambio de aceite y filtros reciente, muy buen estado en general. Precio: 4. 995 €. Tfo. : 744 462 172. Color Blanco",- Renault en Málaga (MáLAGA),fernando,4.995 €,Particular,24000,0,1,4,0
https://www.milanuncios.com/ford-de-segunda-mano/ford-focus-390465833.htm,FORD - FOCUS,Ref: 390465833,"Ford Focus 1. 5 Duratorq-TDCi NEO 120cv (2019). Tipo: DEH Versión: 5zgaz6acbaq Variante: ztda1nx Diésel, 25. 000Km. Cambio Manual de 6 velocidades. Todos los extras: Sensores cambio de carril. Navegador. Retrovisores eléctricos. Contacto: 665557238. Color Blanco",- Ford en Sevilla (SEVILLA),josé ramon,13.990 €,Profesional,11920,1,0,5,0
https://www.milanuncios.com/volkswagen-de-segunda-mano/volkswagen-polo-383461752.htm,VOLKSWAGEN - POLO,Ref: 383461752,"Hola vendo mi polo esta muy cuidado ya que lo lleva mi mujer, es un mechero todos los extras cubiertas nuevas itv al día todo la mecánica al día nada de fallos nada de ningún problema de ningún tipo , es un placer conducirlo de lo suave que es todo su confort, bola de enganche tb incluido en el precio. Color Negro",- Volkswagen en Utrera (SEVILLA),Moises Aguilera Fern,3.500 €,Particular,26438,0,0,4,0
https://www.milanuncios.com/seat-de-segunda-mano/seat-600e-374976373.htm,SEAT - 600E,Ref: 374976373,"SEAT 600 E, Muy cuidado, siempre durmiendo en garaje. A toda prueba y al día. Se puede probar sin compromiso. Color Blanco",- Seat en Salou (TARRAGONA),Ivan,2.700 €,Particular,64980,2,5,25,0
https://www.milanuncios.com/renault-de-segunda-mano/renault-kadjar-zen-gpf-tce-103kw-140cv-386758431.htm,RENAULT - KADJAR ZEN GPF TCE 103KW 140CV,Ref: 386758431,"Automotor10 | grupo angal, concesionarios oficiales mercedes-benz, hyundai, opel, nissan y honda más de 45 años de experiencia dando el mejor servicio al cliente y a tu vehículo. si no encuentra el vehiculo que estaba buscando, se lo encontramos. puedes ver más vehículos en nuestra web www. automotor10. com precio al contado: 18. 900€. precio financiado: 16. 900€. (consulta condiciones). todo incluido: iva, transferencia, preentrega y 12 meses de garantía. todos nuestros vehículos pasan un estricto control de calidad según los estándares de nuestros talleres oficiales, además te ofrecemos garantía de satisfacción de 15 días o 1000 km, lo que antes suceda. ¿no eres de cádiz, jaén o lugo? no te preocupes, te llevamos el coche a tu domicilio (consultar condiciones). admitimos todo tipo de vehículos como parte de pago. llámanos y tasamos tu coche sin compromiso. contamos con las mejores condiciones de financiación del mercado, llámanos y te haremos una propuesta personalizada que se adapte a tus necesidades. * equipamiento a destacar* tapiceria cuero navegacion camara marcha atras faros full led cierre centralizado telecomandado elevalunas electricos manos libres bluetooth climatizador electronico control y limitador de velocidad llantas aluminio sensores aparcamiento delanteros y traseros ¡más fotos y mejores ofertas en automotor10. com! puedes venir a probarlo en nuestras instalaciones de automotor 10 fergilauto / ditramotor ctra. coruña 143-145 27003 lugo. Color Negro (NEGRO)",- Renault en Lugo (LUGO),Fergil | Automotor10,16.900 €,Profesional,29889,1,0,0,0
https://www.milanuncios.com/nissan-de-segunda-mano/nissan-qashqai-digt-103-kw-140-cv-e6d-nconnecta-386837480.htm,NISSAN - QASHQAI DIGT 103 KW 140 CV E6D NCONNECTA,Ref: 386837480,"Automotor10 | fergil | grupo angal, concesionario oficial nissan años de experiencia dando el mejor servicio al cliente y a tu vehículo. si no encuentra el nissan que estaba buscando, se lo encontramos. puedes ver más vehículos en nuestra web www. automotor10. com precio al contado: 20. 900€. precio financiado: 18. 900€. (consulta condiciones). todo incluido: iva, transferencia, preentrega y 24 meses de garantía. todos nuestros vehículos pasan un estricto control de calidad según los estándares de nuestros talleres oficiales nissan, además te ofrecemos garantía de satisfacción de 15 días o 1000 km, lo que antes suceda. ¿no eres de lugo? no te preocupes, te llevamos el coche a tu domicilio (consultar condiciones). admitimos todo tipo de vehículos como parte de pago. llámanos y tasamos tu coche sin compromiso. contamos con las mejores condiciones de financiación del mercado, llámanos y te haremos una propuesta personalizada que se adapte a tus necesidades. * equipamiento a destacar* navegación apple car play android auto cámara 360º techo panoramico + barras techo llave inteligente alerta cambio carril frenada emergencia llanta 18'' climatizador bizona control y limitador de velocidad sensor de luces con cambio automático cortas/largas sensor lluvia sensores aparcamiento delanteros y traseros ¡más fotos y mejores ofertas en automotor10. com! puedes venir a probarlo en nuestras instalaciones de ctra. de la coruña, 143, 27003 lugo. Color Blanco (BLANCO PERLA",- Nissan en Lugo (LUGO),Fergil | Automotor10,18.900 €,Profesional,32707,0,1,1,0
https://www.milanuncios.com/nissan-de-segunda-mano/nissan-qashqai-dci-85-kw-115-cv-e6d-dct-nconnecta-386758417.htm,NISSAN - QASHQAI DCI 85 KW 115 CV E6D DCT NCONNECTA,Ref: 386758417,"Automotor10 | fergil | grupo angal, concesionario oficial nissan años de experiencia dando el mejor servicio al cliente y a tu vehículo. si no encuentra el nissan que estaba buscando, se lo encontramos. puedes ver más vehículos en nuestra web www. automotor10. com precio al contado: 24. 900€. precio financiado: 22. 900€. (consulta condiciones). todo incluido: iva, transferencia, preentrega y 24 meses de garantía. todos nuestros vehículos pasan un estricto control de calidad según los estándares de nuestros talleres oficiales nissan, además te ofrecemos garantía de satisfacción de 15 días o 1000 km, lo que antes suceda. ¿no eres de lugo? no te preocupes, te llevamos el coche a tu domicilio (consultar condiciones). admitimos todo tipo de vehículos como parte de pago. llámanos y tasamos tu coche sin compromiso. contamos con las mejores condiciones de financiación del mercado, llámanos y te haremos una propuesta personalizada que se adapte a tus necesidades. * equipamiento a destacar* cambio automatico navegación apple car play android auto cámara 360º llave inteligente alerta cambio carril frenada emergencia llanta 18'' climatizador bizona control y limitador de velocidad sensor de luces con cambio automático cortas/largas sensor lluvia sensores aparcamiento delanteros y traseros ¡más fotos y mejores ofertas en automotor10. com! puedes venir a probarlo en nuestras instalaciones de ctra. de la coruña, 143, 27003 lugo. Color Blanco (BLANCO PERLA",- Nissan en Lugo (LUGO),Fergil | Automotor10,22.900 €,Profesional,29327,0,0,1,0
https://www.milanuncios.com/nissan-de-segunda-mano/nissan-qashqai-dci-85-kw-115-cv-e6d-dct-nconnecta-386758413.htm,NISSAN - QASHQAI DCI 85 KW 115 CV E6D DCT NCONNECTA,Ref: 386758413,"Automotor10 | fergil | grupo angal, concesionario oficial nissan años de experiencia dando el mejor servicio al cliente y a tu vehículo. si no encuentra el nissan que estaba buscando, se lo encontramos. puedes ver más vehículos en nuestra web www. automotor10. com precio al contado: 23. 900€. precio financiado: 21. 900€. (consulta condiciones). el precio incluye ayuda recogida vehiculo usado. todo incluido: iva, transferencia, preentrega y 18 meses de garantía. todos nuestros vehículos pasan un estricto control de calidad según los estándares de nuestros talleres oficiales nissan, además te ofrecemos garantía de satisfacción de 15 días o 1000 km, lo que antes suceda. ¿no eres de lugo? no te preocupes, te llevamos el coche a tu domicilio (consultar condiciones). admitimos todo tipo de vehículos como parte de pago. llámanos y tasamos tu coche sin compromiso. contamos con las mejores condiciones de financiación del mercado, llámanos y te haremos una propuesta personalizada que se adapte a tus necesidades. * equipamiento a destacar* cambio automatico pro pilot nissan control de crucero inteligente faros full led navegación apple car play android auto cámara 360º llave inteligente alerta cambio carril frenada emergencia llanta 18'' climatizador bizona control y limitador de velocidad sensor de luces con cambio automático cortas/largas sensor lluvia sensores aparcamiento delanteros y traseros ¡más fotos y mejores ofertas en automotor10. com! puedes venir a probarlo en nuestras instalaciones de ctra. de la coruña, 143, 27003 lugo. Color Blanco (BLANCO PERLA",- Nissan en Lugo (LUGO),Fergil | Automotor10,21.900 €,Profesional,30419,0,0,0,0
https://www.milanuncios.com/hyundai-de-segunda-mano/hyundai-i10-1-0-tecno-386107491.htm,HYUNDAI - I10 1. 0 TECNO,Ref: 386107491,"Automotor10 | ditramotor | grupo angal, concesionario oficial hyundai años de experiencia dando el mejor servicio al cliente y a tu vehículo. si no encuentra el hyundai que estaba buscando, se lo encontramos. puedes ver más vehículos en nuestra web www. automotor10. com precio al contado: 9. 900€. precio financiado: 8. 500€. (consulta condiciones). 5 años de garantía desde entrega todo incluido: iva, transferencia, preentrega y 60 meses de garantía oficial hyundai. todos nuestros vehículos pasan un estricto control de calidad según los estándares de nuestros talleres oficiales hyundai, además te ofrecemos garantía de satisfacción de 15 días o 1000 km, lo que antes suceda. ¿no eres de lugo? no te preocupes, te llevamos el coche a tu domicilio (consultar condiciones). admitimos todo tipo de vehículos como parte de pago. llámanos y tasamos tu coche sin compromiso. contamos con las mejores condiciones de financiación del mercado, llámanos y te haremos una propuesta personalizada que se adapte a tus necesidades. * equipamiento a destacar* apple car play android auto climatizador manual cierre centralizado control y limitador de velocidad manos libres bluetooth frenos de disco en ambos ejes 5 plazas luces diurnas led faros antiniebla ¡más fotos y mejores ofertas en automotor10. com! puedes venir a probarlo en nuestras instalaciones de ctra. de la coruña, 145, 27003 lugo. equipo extra: tuning. Color Rojo (TOMATO RED)",- Hyundai en Lugo (LUGO),Fergil | Automotor10,8.500 €,Profesional,28872,0,1,2,0
https://www.milanuncios.com/nissan-de-segunda-mano/nissan-qashqai-digt-117-kw-160-cv-e6d-dct-nconnecta-386107358.htm,NISSAN - QASHQAI DIGT 117 KW 160 CV E6D DCT NCONNECTA,Ref: 386107358,"Automotor10 | fergil | grupo angal, concesionario oficial nissan años de experiencia dando el mejor servicio al cliente y a tu vehículo. si no encuentra el nissan que estaba buscando, se lo encontramos. puedes ver más vehículos en nuestra web www. automotor10. com precio al contado: 24. 900€. precio financiado: 22. 900€. (consulta condiciones). el precio incluye ayuda recogida vehiculo usado. todo incluido: iva, transferencia, preentrega y 24 meses de garantía. todos nuestros vehículos pasan un estricto control de calidad según los estándares de nuestros talleres oficiales nissan, además te ofrecemos garantía de satisfacción de 15 días o 1000 km, lo que antes suceda. ¿no eres de lugo? no te preocupes, te llevamos el coche a tu domicilio (consultar condiciones). admitimos todo tipo de vehículos como parte de pago. llámanos y tasamos tu coche sin compromiso. contamos con las mejores condiciones de financiación del mercado, llámanos y te haremos una propuesta personalizada que se adapte a tus necesidades. * equipamiento a destacar* cambio automatico dobleembrague navegación apple car play android auto cámara 360º llave inteligente alerta cambio carril frenada emergencia llanta 18'' climatizador bizona control y limitador de velocidad sensor de luces con cambio automático cortas/largas sensor lluvia sensores aparcamiento delanteros y traseros ¡más fotos y mejores ofertas en automotor10. com! puedes venir a probarlo en nuestras instalaciones de ctra. de la coruña, 143, 27003 lugo. Color Negro (BRONCE)",- Nissan en Lugo (LUGO),Fergil | Automotor10,22.900 €,Profesional,28339,0,0,0,0
https://www.milanuncios.com/hyundai-de-segunda-mano/hyundai-i30-1-0-tgdi-klass-385462895.htm,HYUNDAI - I30 1. 0 TGDI KLASS,Ref: 385462895,"Automotor10 | ditramotor | grupo angal, concesionario oficial hyundai años de experiencia dando el mejor servicio al cliente y a tu vehículo. si no encuentra el hyundai que estaba buscando, se lo encontramos. puedes ver más vehículos en nuestra web www. automotor10. com precio al contado: 12. 900 €. precio financiado: 10. 900 €. (consulta condiciones). el precio incluye ayuda recogida vehiculo usado. varias unidades todo incluido: iva, transferencia, preentrega y 12 meses de garantía. todos nuestros vehículos pasan un estricto control de calidad según los estándares de nuestros talleres oficiales hyundai, además te ofrecemos garantía de satisfacción de 15 días o 1000 km, lo que antes suceda. ¿no eres de lugo? no te preocupes, te llevamos el coche a tu domicilio (consultar condiciones). admitimos todo tipo de vehículos como parte de pago. llámanos y tasamos tu coche sin compromiso. contamos con las mejores condiciones de financiación del mercado, llámanos y te haremos una propuesta personalizada que se adapte a tus necesidades. * equipamiento a destacar* sensor luces con cambio automático cortas largas detector somnolencia conductor alerta cambio carril frenada emergencia control y limitador de velocidad cierre centralizado telecomandado elevalunas eléctricos 4 puertas climatizador manual ¡más fotos y mejores ofertas en automotor10. com! puedes venir a probarlo en nuestras instalaciones de ctra. de la coruña, 145, 27003 lugo. equipo extra: tuning. Color Rojo (ROJO)",- Hyundai en Lugo (LUGO),Fergil | Automotor10,10.900 €,Profesional,28452,1,0,2,0
https://www.milanuncios.com/nissan-de-segunda-mano/nissan-juke-g-e6dtemp-83-kw112-cv-5mt-nconnecta-385111937.htm,NISSAN - JUKE G E6DTEMP 83 KW112 CV 5MT NCONNECTA,Ref: 385111937,"Automotor10 | fergil | grupo angal, concesionario oficial nissan años de experiencia dando el mejor servicio al cliente y a tu vehículo. si no encuentra el nissan que estaba buscando, se lo encontramos. puedes ver más vehículos en nuestra web www. automotor10. com precio al contado: 14. 500€. precio financiado: 12. 500 €. (consulta condiciones). el precio incluye ayuda recogida vehiculo usado. todo incluido: iva, transferencia, preentrega y 12 meses de garantía. todos nuestros vehículos pasan un estricto control de calidad según los estándares de nuestros talleres oficiales nissan, además te ofrecemos garantía de satisfacción de 15 días o 1000 km, lo que antes suceda. ¿no eres de lugo? no te preocupes, te llevamos el coche a tu domicilio (consultar condiciones). admitimos todo tipo de vehículos como parte de pago. llámanos y tasamos tu coche sin compromiso. contamos con las mejores condiciones de financiación del mercado, llámanos y te haremos una propuesta personalizada que se adapte a tus necesidades. * equipamiento a destacar* modos de conduccion sensor luces y lluvia cierre centralizado climatizador electronico llave inteligente control y limitador de velocidad navegacion camara marcha atras manos libres bluetooth llantas alumnio ¡más fotos y mejores ofertas en automotor10. com! puedes venir a probarlo en nuestras instalaciones de ctra. de la coruña, 143, 27003 lugo. equipo extra: tuning. Color Gris / Plata (GRIS )",- Nissan en Lugo (LUGO),Fergil | Automotor10,12.500 €,Profesional,24761,0,1,1,0
https://www.milanuncios.com/hyundai-de-segunda-mano/hyundai-ioniq-1-6-gdi-hev-tecno-dt-385111936.htm,HYUNDAI - IONIQ 1. 6 GDI HEV TECNO DT,Ref: 385111936,"Automotor10 | ditramotor | grupo angal, concesionario oficial hyundai años de experiencia dando el mejor servicio al cliente y a tu vehículo. si no encuentra el hyundai que estaba buscando, se lo encontramos. puedes ver más vehículos en nuestra web www. automotor10. com precio al contado: 19. 900€. precio financiado: 17. 900€. (consulta condiciones). el precio incluye ayuda recogida vehiculo usado. todo incluido: iva, transferencia, preentrega y 60 meses de garantía oficial hyundai hpromise. todos nuestros vehículos pasan un estricto control de calidad según los estándares de nuestros talleres oficiales hyundai, además te ofrecemos garantía de satisfacción de 15 días o 1000 km, lo que antes suceda. ¿no eres de lugo? no te preocupes, te llevamos el coche a tu domicilio (consultar condiciones). admitimos todo tipo de vehículos como parte de pago. llámanos y tasamos tu coche sin compromiso. contamos con las mejores condiciones de financiación del mercado, llámanos y te haremos una propuesta personalizada que se adapte a tus necesidades. * equipamiento a destacar* faros full led cambio automático doble embrague navegación cámara marcha atrás sensor luces y lluvia carga inalambrica teléfono móvil android auto apple car play alerta cambio carril frenada emergencia llantas aluminio llave inteligente ¡más fotos y mejores ofertas en automotor10. com! puedes venir a probarlo en nuestras instalaciones de ctra. de la coruña, 145, 27003 lugo. equipo extra: tuning. Color Gris / Plata (GRIS P",- Hyundai en Lugo (LUGO),Fergil | Automotor10,17.900 €,Profesional,24264,0,0,0,0
